Order_ID,Customer_Name,Category,Sub_Category,City,Order_Date,Region,Sales,Discount,Profit,State,Month,Order_Year
OD212,Verma,2,4,20,2016-09-02,0,2353,0.26,423.54,0,September,2016
OD213,Peer,1,21,16,2016-02-01,1,1591,0.15,270.47,0,February,2016
OD214,Arutra,3,20,8,2016-02-01,1,1353,0.11,527.67,0,February,2016
OD215,Jonas,1,13,11,2016-02-01,1,1020,0.21,81.6,0,February,2016
OD216,Harish,6,16,15,2016-02-01,1,1362,0.31,177.06,0,February,2016
OD217,Sundar,3,20,8,2016-02-01,1,1733,0.31,433.25,0,February,2016
OD226,Verma,2,4,19,2016-09-08,0,621,0.24,173.88,0,September,2016
OD227,Komal,3,18,9,2016-09-08,0,1230,0.17,295.2,0,September,2016
OD228,Harish,6,6,16,2016-09-08,0,560,0.34,240.8,0,September,2016
OD232,Komal,1,21,11,2018-07-04,3,1480,0.22,444.0,0,July,2018
OD233,Komal,3,7,16,2018-07-04,3,826,0.18,247.8,0,July,2018
OD234,Ramesh,6,6,12,2018-07-04,3,1846,0.22,276.9,0,July,2018
OD235,Mathew,1,21,22,2018-07-04,3,2045,0.12,552.15,0,July,2018
OD236,Vince,4,17,10,2018-07-04,3,1983,0.17,773.37,0,July,2018
OD237,Shah,0,3,0,2018-12-11,4,650,0.16,247.0,0,December,2018
OD238,Ravi,0,2,15,2017-04-06,0,2163,0.31,216.3,0,April,2017
OD239,Adavan,4,19,0,2017-04-06,0,1481,0.15,518.35,0,April,2017
OD240,Arvind,6,6,20,2017-04-06,0,2492,0.14,124.6,0,April,2017
OD241,Ramesh,0,3,10,2017-04-06,0,962,0.33,423.28,0,April,2017
OD242,Malik,1,13,2,2017-04-06,0,1432,0.3,214.8,0,April,2017
OD243,Muneer,5,8,23,2017-04-06,0,523,0.12,78.45,0,April,2017
OD244,Amy,5,14,1,2017-04-06,0,1540,0.11,646.8,0,April,2017
OD245,Roshan,0,1,2,2015-01-06,0,817,0.15,326.8,0,January,2015
OD246,Vinne,2,10,6,2015-01-06,0,2462,0.31,369.3,0,January,2015
OD247,Sudeep,4,17,13,2015-01-06,0,962,0.21,288.6,0,January,2015
OD248,Ridhesh,1,13,3,2015-01-06,0,538,0.19,59.18,0,January,2015
OD249,Ravi,6,6,12,2015-01-06,0,1556,0.17,482.36,0,January,2015
OD250,James,1,13,21,2017-10-12,4,2133,0.26,959.85,0,October,2017
OD251,Mathew,1,13,19,2017-11-09,4,1474,0.14,235.84,0,November,2017
OD252,Amrish,1,13,5,2017-11-09,4,531,0.14,127.44,0,November,2017
OD253,Ramesh,3,20,14,2017-10-12,1,1769,0.19,636.84,0,October,2017
OD254,Surya,4,19,14,2017-10-12,1,1257,0.34,62.85,0,October,2017
OD259,Esther,1,21,4,2018-01-12,1,660,0.29,290.4,0,January,2018
OD260,Shree,0,2,16,2018-01-12,1,2114,0.32,359.38,0,January,2018
OD261,Sabeela,5,14,17,2018-01-12,1,1278,0.14,63.9,0,January,2018
OD262,Ravi,3,18,8,2018-08-06,0,867,0.18,216.75,0,August,2018
OD265,Jonas,2,10,3,2017-06-06,0,1200,0.19,420.0,0,June,2017
OD266,Harish,4,19,19,2016-10-11,4,1167,0.18,256.74,0,October,2016
OD269,Adavan,0,3,4,2018-09-12,1,1507,0.16,180.84,0,September,2018
OD270,Suresh,1,21,11,2018-09-12,1,1612,0.11,612.56,0,September,2018
OD283,Sheeba,1,21,1,2016-02-11,4,1007,0.24,433.01,0,February,2016
OD305,Anu,5,8,6,2016-04-05,1,931,0.14,297.92,0,April,2016
OD307,Verma,4,11,12,2015-01-06,1,2396,0.35,383.36,0,January,2015
OD308,Sundar,5,22,14,2015-01-06,1,1677,0.18,586.95,0,January,2015
OD310,Vinne,6,16,11,2017-12-09,4,1401,0.26,196.14,0,December,2017
OD311,Peer,5,8,22,2017-12-09,4,678,0.29,189.84,0,December,2017
OD312,Harish,6,5,21,2017-12-09,4,2417,0.28,797.61,0,December,2017
OD313,Willams,1,21,18,2017-12-09,4,2211,0.18,641.19,0,December,2017
OD315,Arutra,2,15,8,2015-09-08,3,1835,0.29,660.6,0,September,2015
OD316,Malik,6,16,1,2015-09-08,3,2281,0.22,775.54,0,September,2015
OD318,Arvind,0,3,21,2015-04-11,1,1123,0.23,89.84,0,April,2015
OD319,Sudeep,6,6,22,2015-04-11,1,1079,0.24,410.02,0,April,2015
OD320,Arvind,3,18,8,2015-04-11,1,1027,0.16,328.64,0,April,2015
OD321,Alan,4,12,4,2015-04-11,1,1771,0.28,602.14,0,April,2015
OD322,Sheeba,5,22,7,2015-04-11,1,1171,0.16,363.01,0,April,2015
OD326,Ravi,3,20,8,2018-03-11,3,1400,0.17,406.0,0,March,2018
OD335,Verma,5,22,13,2016-01-09,4,1228,0.25,442.08,0,January,2016
OD336,Yadav,3,20,13,2016-01-09,4,1501,0.24,210.14,0,January,2016
OD337,Alan,4,19,10,2016-01-09,4,1094,0.26,415.72,0,January,2016
OD338,Hussain,0,3,4,2015-12-07,4,1179,0.2,106.11,0,December,2015
OD339,Suresh,3,0,22,2015-12-07,4,1127,0.29,416.99,0,December,2015
OD347,Suresh,4,19,14,2018-08-07,1,1113,0.21,356.16,0,August,2018
OD348,Roshan,3,20,18,2018-08-07,1,1966,0.1,629.12,0,August,2018
OD349,Haseena,2,4,9,2018-08-07,1,2138,0.13,684.16,0,August,2018
OD350,Sabeela,3,0,0,2017-01-09,1,978,0.17,68.46,0,January,2017
OD351,Willams,4,12,7,2017-01-09,1,2014,0.26,684.76,0,January,2017
OD352,Shah,0,2,22,2017-01-09,1,645,0.21,187.05,0,January,2017
OD353,Krithika,3,20,7,2017-01-09,1,2194,0.12,680.14,0,January,2017
OD354,Vidya,1,13,12,2017-01-09,1,1244,0.17,62.2,0,January,2017
OD355,Surya,0,1,6,2017-08-04,1,743,0.35,289.77,0,August,2017
OD356,Yadav,4,12,15,2017-08-04,1,2474,0.21,593.76,0,August,2017
OD357,Malik,6,6,20,2017-08-04,1,1494,0.2,74.7,0,August,2017
OD358,Vidya,5,22,2,2017-08-04,1,1174,0.19,328.72,0,August,2017
OD360,Ridhesh,4,19,14,2018-08-03,3,2297,0.13,528.31,0,August,2018
OD361,Amrish,6,16,11,2018-08-03,3,562,0.13,56.2,0,August,2018
OD387,Esther,0,1,23,2016-03-12,1,2201,0.21,462.21,0,March,2016
OD388,Harish,6,6,14,2016-03-12,1,1964,0.22,314.24,0,March,2016
OD390,Shree,0,1,2,2018-11-12,1,2282,0.19,114.1,0,November,2018
OD391,Jonas,0,2,7,2018-11-12,1,2294,0.18,596.44,0,November,2018
OD394,Ridhesh,5,8,14,2015-07-06,0,1912,0.29,382.4,0,July,2015
OD399,Mathew,0,2,20,2017-08-09,0,1042,0.2,177.14,0,August,2017
OD400,Veronica,1,13,23,2017-08-09,0,1519,0.23,318.99,0,August,2017
OD401,Yadav,1,13,13,2017-08-09,0,532,0.26,148.96,0,August,2017
OD402,Adavan,2,4,12,2017-08-09,0,1477,0.23,73.85,0,August,2017
OD406,Kumar,3,0,13,2018-08-12,4,762,0.31,198.12,0,August,2018
OD407,Sharon,3,20,17,2018-08-12,4,904,0.17,63.28,0,August,2018
OD408,Ravi,4,11,8,2018-08-12,4,958,0.18,182.02,0,August,2018
OD409,Surya,1,21,20,2018-08-12,4,2193,0.33,899.13,0,August,2018
OD410,Krithika,2,9,8,2018-08-12,4,830,0.14,66.4,0,August,2018
OD411,Krithika,0,3,10,2018-08-12,4,1531,0.28,505.23,0,August,2018
OD412,Harish,6,6,2,2018-08-12,4,2355,0.14,753.6,0,August,2018
OD413,Jonas,5,8,13,2018-08-12,4,917,0.19,256.76,0,August,2018
OD414,Ridhesh,0,2,4,2018-08-12,4,1433,0.25,458.56,0,August,2018
OD415,Sudha,2,10,11,2018-03-11,4,2246,0.31,965.78,0,March,2018
OD416,Arvind,3,7,16,2018-03-11,4,2130,0.23,937.2,0,March,2018
OD419,Jackson,3,7,7,2018-06-11,3,1382,0.1,290.22,0,June,2018
OD420,Hussain,1,13,19,2018-04-03,4,807,0.32,88.77,0,April,2018
OD421,Shree,2,10,23,2018-04-03,4,1272,0.24,305.28,0,April,2018
OD428,Amrish,6,16,2,2015-12-09,1,707,0.1,226.24,0,December,2015
OD429,Willams,4,19,10,2018-01-10,0,913,0.19,374.33,0,January,2018
OD434,Roshan,0,2,9,2017-06-06,1,1152,0.11,264.96,0,June,2017
OD437,Ram,2,9,4,2017-12-06,0,2200,0.1,792.0,0,December,2017
OD438,Aditi,6,16,17,2017-12-06,0,861,0.25,258.3,0,December,2017
OD441,Sudeep,4,12,2,2017-05-09,0,620,0.3,74.4,0,May,2017
OD442,James,6,16,12,2017-05-09,0,1216,0.27,547.2,0,May,2017
OD443,Sudha,2,10,5,2017-05-09,0,686,0.3,34.3,0,May,2017
OD444,Amrish,3,7,7,2017-05-09,0,1648,0.23,313.12,0,May,2017
OD445,Sudeep,3,7,16,2017-05-09,0,506,0.23,217.58,0,May,2017
OD446,Yadav,6,5,19,2017-05-09,0,1579,0.21,347.38,0,May,2017
OD448,Shree,1,21,11,2017-01-04,1,2020,0.22,848.4,0,January,2017
OD449,Ganesh,0,3,14,2017-01-04,1,695,0.24,104.25,0,January,2017
OD450,Sudha,3,7,4,2017-01-04,1,2453,0.35,367.95,0,January,2017
OD451,Amy,5,14,14,2017-01-04,1,1820,0.23,637.0,0,January,2017
OD452,Verma,2,15,23,2017-01-04,1,508,0.28,152.4,0,January,2017
OD453,Veena,5,8,23,2017-01-04,1,2459,0.23,860.65,0,January,2017
OD457,Ridhesh,3,7,19,2015-12-02,4,2142,0.26,664.02,0,December,2015
OD472,Yadav,0,2,13,2015-09-11,4,2271,0.23,658.59,0,September,2015
OD473,Amrish,2,4,1,2015-09-11,4,1977,0.33,514.02,0,September,2015
OD474,Yadav,1,21,13,2015-09-11,4,1388,0.34,208.2,0,September,2015
OD475,Esther,2,10,11,2015-09-11,4,2115,0.19,359.55,0,September,2015
OD476,Haseena,5,14,8,2015-09-11,4,1976,0.18,790.4,0,September,2015
OD477,Hussain,0,2,13,2015-09-11,4,1323,0.22,251.37,0,September,2015
OD478,Rumaiza,3,18,13,2017-12-07,4,639,0.25,255.6,0,December,2017
OD482,Shah,0,3,7,2015-06-10,4,2157,0.25,949.08,0,June,2015
OD485,Vince,6,6,17,2018-10-06,4,1892,0.19,491.92,0,October,2018
OD486,Ramesh,6,6,2,2018-10-06,4,1943,0.14,777.2,0,October,2018
OD487,Harish,4,17,2,2018-10-06,4,1968,0.14,649.44,0,October,2018
OD489,Haseena,6,6,15,2015-09-06,0,1637,0.3,572.95,0,September,2015
OD490,Vidya,6,5,15,2015-09-06,0,2232,0.1,870.48,0,September,2015
OD491,Amy,0,3,19,2015-09-06,0,1917,0.22,843.48,0,September,2015
OD494,Sheeba,1,21,3,2017-09-05,4,937,0.33,327.95,0,September,2017
OD506,Hafiz,1,13,9,2018-12-11,1,2112,0.18,380.16,0,December,2018
OD529,Krithika,6,6,7,2016-03-09,1,1032,0.33,237.36,0,March,2016
OD530,Vidya,0,2,21,2016-03-09,1,1597,0.13,367.31,0,March,2016
OD531,Komal,2,10,7,2016-03-09,1,1537,0.31,169.07,0,March,2016
OD532,Roshan,2,4,2,2016-07-11,4,1245,0.2,348.6,0,July,2016
OD533,Veena,6,16,12,2018-07-09,4,1902,0.13,646.68,0,July,2018
OD536,Willams,6,16,1,2017-10-07,4,739,0.17,310.38,0,October,2017
OD537,Sudeep,1,21,15,2018-03-09,0,1262,0.22,302.88,0,March,2018
OD538,Sheeba,1,21,13,2016-03-12,1,2241,0.22,493.02,0,March,2016
OD539,Surya,3,20,18,2016-07-12,3,2060,0.24,412.0,0,July,2016
OD540,Surya,6,5,16,2016-07-12,3,1633,0.35,669.53,0,July,2016
OD541,Alan,1,21,20,2015-01-02,0,1338,0.27,374.64,0,January,2015
OD544,Sundar,6,5,16,2015-11-05,0,2289,0.16,526.47,0,November,2015
OD545,Arvind,4,12,12,2015-11-05,0,898,0.24,44.9,0,November,2015
OD546,Surya,2,4,0,2015-11-05,0,2017,0.14,665.61,0,November,2015
OD553,Shree,1,21,19,2018-11-09,3,2336,0.34,607.36,0,November,2018
OD556,Yadav,2,9,14,2015-03-03,3,861,0.2,163.59,0,March,2015
OD557,Yusuf,4,19,7,2017-10-06,4,1505,0.29,376.25,0,October,2017
OD558,Ganesh,2,9,10,2017-10-06,4,1791,0.19,608.94,0,October,2017
OD559,Esther,6,16,2,2017-10-06,4,1826,0.22,91.3,0,October,2017
OD564,Shree,4,17,21,2016-07-12,4,777,0.25,186.48,0,July,2016
OD565,Akash,1,13,23,2016-07-12,4,2179,0.31,326.85,0,July,2016
OD566,Amrish,4,11,11,2018-07-12,4,1527,0.16,305.4,0,July,2018
OD567,Ridhesh,0,1,23,2018-01-10,4,2207,0.33,132.42,0,January,2018
OD568,Surya,2,9,20,2018-01-10,4,1879,0.28,563.7,0,January,2018
OD569,Yusuf,5,8,18,2018-01-10,4,1668,0.1,283.56,0,January,2018
OD570,Malik,3,20,19,2018-01-10,4,727,0.23,247.18,0,January,2018
OD575,James,2,9,9,2017-03-11,4,2017,0.21,322.72,0,March,2017
OD581,Ridhesh,4,17,4,2016-10-09,4,2403,0.14,480.6,0,October,2016
OD582,Suresh,1,21,22,2018-01-12,4,822,0.13,98.64,0,January,2018
OD583,Ramesh,3,0,0,2018-01-12,4,750,0.16,165.0,0,January,2018
OD584,Hussain,4,11,12,2018-01-12,4,1483,0.29,281.77,0,January,2018
OD585,Ramesh,2,10,21,2018-01-12,4,1072,0.3,310.88,0,January,2018
OD586,Veronica,6,6,4,2018-01-12,4,842,0.22,176.82,0,January,2018
OD587,Aditi,6,5,15,2016-03-07,3,1479,0.29,73.95,0,March,2016
OD588,Amy,5,22,11,2016-03-07,3,619,0.12,229.03,0,March,2016
OD593,Roshan,3,7,16,2015-09-01,0,2409,0.27,867.24,0,September,2015
OD594,Sudha,5,22,12,2015-09-01,0,1432,0.15,300.72,0,September,2015
OD595,Kumar,6,16,16,2015-08-08,4,1443,0.25,533.91,0,August,2015
OD596,Sudha,3,20,16,2015-08-08,4,1770,0.19,177.0,0,August,2015
OD597,Yusuf,1,13,21,2015-08-08,4,1298,0.3,272.58,0,August,2015
OD598,Kumar,2,9,10,2015-08-08,4,1674,0.12,652.86,0,August,2015
OD613,Mathew,6,5,3,2017-11-09,1,1138,0.29,102.42,0,November,2017
OD614,Jonas,1,13,3,2017-11-09,1,885,0.19,265.5,0,November,2017
OD631,Hafiz,2,4,2,2017-11-12,4,1279,0.13,409.28,0,November,2017
OD632,Willams,0,1,2,2017-11-12,4,745,0.26,208.6,0,November,2017
OD633,Rumaiza,3,20,5,2017-11-12,4,540,0.17,32.4,0,November,2017
OD636,Verma,0,1,11,2016-04-10,3,2151,0.27,215.1,0,April,2016
OD644,Verma,5,22,9,2018-10-06,0,2333,0.14,139.98,0,October,2018
OD647,Malik,6,16,3,2017-01-04,4,1351,0.25,202.65,0,January,2017
OD648,Aditi,1,13,12,2017-01-04,4,992,0.33,109.12,0,January,2017
OD649,Suresh,2,10,4,2017-11-12,4,559,0.1,223.6,0,November,2017
OD650,Amy,6,5,22,2017-11-12,4,2404,0.23,697.16,0,November,2017
OD651,Jackson,3,20,1,2017-11-12,4,1082,0.28,421.98,0,November,2017
OD665,Arutra,4,12,21,2017-04-11,3,2482,0.17,645.32,0,April,2017
OD666,Jackson,3,0,14,2018-08-06,0,1250,0.3,125.0,0,August,2018
OD667,Jonas,3,20,12,2018-08-06,0,1548,0.14,356.04,0,August,2018
OD668,Willams,1,13,10,2018-08-06,0,2147,0.25,536.75,0,August,2018
OD670,Roshan,6,16,16,2018-09-06,0,1054,0.2,432.14,0,September,2018
OD671,Shree,2,10,12,2018-09-06,0,883,0.12,291.39,0,September,2018
OD672,Ram,5,22,20,2018-09-06,0,1676,0.15,134.08,0,September,2018
OD674,Arutra,2,9,15,2018-05-12,0,1292,0.29,297.16,0,May,2018
OD675,Adavan,3,18,20,2018-05-12,0,2421,0.11,387.36,0,May,2018
OD676,Vidya,0,3,0,2018-05-12,0,1204,0.19,457.52,0,May,2018
OD684,Suresh,6,5,6,2018-04-11,3,1709,0.28,615.24,0,April,2018
OD685,Ram,6,16,2,2018-04-11,3,2340,0.29,444.6,0,April,2018
OD686,Amy,5,22,20,2015-05-07,3,1130,0.34,327.7,0,May,2015
OD687,Sudha,5,14,15,2015-05-07,3,960,0.19,144.0,0,May,2015
OD688,Yusuf,0,3,20,2015-05-07,3,2142,0.21,149.94,0,May,2015
OD702,Komal,0,2,12,2018-02-09,1,2086,0.23,229.46,0,February,2018
OD703,Vince,5,22,19,2017-04-11,4,2062,0.18,268.06,0,April,2017
OD704,James,0,1,11,2016-09-04,4,2463,0.32,197.04,0,September,2016
OD705,Adavan,3,7,12,2015-12-09,3,506,0.22,136.62,0,December,2015
OD706,Shree,2,4,1,2015-12-09,3,1354,0.35,500.98,0,December,2015
OD707,Roshan,6,5,0,2015-12-09,3,1030,0.25,247.2,0,December,2015
OD708,Sudeep,5,14,9,2015-02-12,1,530,0.28,174.9,0,February,2015
OD709,Amrish,1,21,2,2015-02-12,1,1409,0.11,408.61,0,February,2015
OD710,Yadav,0,2,21,2015-02-12,1,1419,0.27,255.42,0,February,2015
OD711,Roshan,3,0,19,2015-05-04,1,2371,0.32,900.98,0,May,2015
OD712,Sabeela,6,16,8,2018-03-09,3,1078,0.21,258.72,0,March,2018
OD716,Amy,3,7,0,2015-01-07,4,1596,0.34,351.12,0,January,2015
OD717,James,4,11,17,2015-11-01,1,2019,0.14,868.17,0,November,2015
OD719,Sharon,2,9,19,2015-02-06,4,544,0.3,174.08,0,February,2015
OD720,Sharon,4,12,17,2015-02-06,4,1271,0.3,152.52,0,February,2015
OD724,Krithika,2,10,0,2015-07-10,1,2130,0.23,426.0,0,July,2015
OD725,Kumar,3,7,13,2017-07-07,3,1272,0.3,63.6,0,July,2017
OD728,Ganesh,1,13,21,2017-03-12,1,1182,0.19,260.04,0,March,2017
OD729,Jonas,5,14,9,2017-03-12,1,2128,0.34,893.76,0,March,2017
OD730,Sudeep,5,14,13,2017-03-12,1,2042,0.2,735.12,0,March,2017
OD731,Verma,2,9,16,2017-03-12,1,1819,0.17,582.08,0,March,2017
OD732,Hafiz,0,3,8,2017-03-12,1,2310,0.35,993.3,0,March,2017
OD739,Arvind,5,8,2,2015-08-09,4,1808,0.24,108.48,0,August,2015
OD740,Haseena,0,3,10,2015-04-01,0,2033,0.15,325.28,0,April,2015
OD741,Vinne,1,13,20,2015-04-01,0,698,0.32,223.36,0,April,2015
OD742,Sudha,6,5,4,2015-04-01,0,759,0.27,174.57,0,April,2015
OD750,Adavan,2,9,22,2018-02-10,0,2032,0.17,386.08,0,February,2018
OD751,Ridhesh,5,8,13,2018-02-10,0,1842,0.18,755.22,0,February,2018
OD752,Hafiz,4,17,6,2018-02-10,0,1589,0.35,190.68,0,February,2018
OD753,Alan,3,20,4,2018-02-10,0,1531,0.14,214.34,0,February,2018
OD754,Vidya,2,9,14,2017-07-04,4,1641,0.32,656.4,0,July,2017
OD755,Veena,0,3,13,2016-07-12,4,1586,0.16,697.84,0,July,2016
OD762,Krithika,3,0,3,2018-03-11,3,1881,0.11,733.59,0,March,2018
OD763,Ramesh,6,5,22,2016-08-02,1,1658,0.34,132.64,0,August,2016
OD782,Yusuf,2,9,3,2016-03-10,1,2196,0.14,790.56,0,March,2016
OD783,Sabeela,3,20,6,2016-03-10,1,1856,0.32,705.28,0,March,2016
OD784,Sabeela,3,7,12,2016-03-10,1,2406,0.25,1010.52,0,March,2016
OD785,Vinne,2,9,20,2016-03-10,1,1746,0.22,576.18,0,March,2016
OD788,Arvind,6,6,7,2016-12-12,4,825,0.1,313.5,0,December,2016
OD804,Hafiz,3,7,22,2017-12-03,3,2375,0.19,332.5,0,December,2017
